"id_schedule_block",Session Title,Date,Start Time,End Time,Description,Location,Track Title,UID
17740,"Sumi-e: Japanese Ink Painting",08/13/2016,16:00,18:00,"Learn the basics of Sumi-e Japanese monochromatic ink painting. Time is spent learning the basics of the art form, then learn how to paint one of the traditional motifs of Japanese art.     Easy even with no art skills or experience!    Presented by Mu Epsilon Kappa (ChibiBritt, Tallasse, Luvsillyllama, nokochaoli, Mizu)","W1","Art",
17744,"Sketch Dojo",08/13/2016,16:00,17:00,"Sketch Dojo is a workshop run by the artists of Shonuff! Studio, we show you sketching and illustration warm-ups, tips and tricks to help you take your drawing skills to the next level. We play sketch games, handle Q&A, and do portfolio reviews.  The Sketch Dojo program connects local and indie artists with each other to improve their skills and form a positive art community.     (Halo Sama)","W2","Art",
17119,"Battletech : AlphaStrike Demo",08/13/2016,17:00,20:00,"Join us to learn the quick play version of BattleTech","G2","",
17686,"How to YouTube with Caleb Hyles",08/13/2016,17:00,18:00,"Ever thought about doing covers of your favorite Anime openings? Want to review shows and vlog about your day-to-day life as a nerd? Can you actually make a living and eat more than ramen noodles and have enough to get to your next con?    Bring all your questions to Caleb Hyles, popular YouTube cover artist, and get some answers and encouragement!     Known for Anime, gaming, Disney, and cartoon covers, Caleb's channel of 240k+ subscribers is still growing and he's still learning too. But he is happy to discuss some of his secrets of his success with you and help you out with whatever your YouTube channel may be about! (Caleb, Kara Hyles)","ME","Off Topic",
16655,"Destination: Tokyo!",08/13/2016,17:00,18:00,"This is a panel for people who are wanting to travel to Japan. Tokyo is going to be the host of the 2020 Olympics, so many things have been changing in order to make it easier for tourists. Lisle will be doing quite a bit of work with the Tokyo Olympics in 2020, so she has the support of the Japanese Government Travel Bureau to get the most updated info available for con goers who are planning a trip there. Learn what to look for in planning trips to Japan as well as some of the things avoid! (Lisle Wilkerson)","P1","Off Topic",
17701,"Saturday Member Feedback",08/13/2016,17:00,18:00,"This panel is an opportunity to give AnimeFest staff feedback about the event so far.  We will also highlight programming scheduled for later in the day.    If you are running official panels/programming on the same day and would like to promote it, please stop by and we'll try to give you a minute with the audience. (Joe Chan, Joseph Chang, Mike Williams, Philharmonic)","P2","",
17713,"Introduction to Modern Board Gaming",08/13/2016,17:00,18:00,"This panel is an introduction to modern board gaming. Board gaming is going through a golden age with some very high quality and immersive games coming out constantly. The goal is to introduce the hobby to more people and introduce the varied forms that modern board gaming can take; such as deck building, Euro, RPG, Coop, Drafting, TCG, LCG, Party, Deception, and much more. We will also explain the distinctions between light, medium, and heavy weight games and identify games for different group sizes in an attempt to find the best games for different groups! Lastly, we will identify a few resources on how you can find out more about games and some ways to find a gaming group to play with. (Traditz, GreenTease, Haastrain)","P3","Gaming",
16664,"Animating My Hero Academia",08/13/2016,17:00,18:00,"Animation Directors Ayana Nishino and Kazuhiro Miwa will share their experiences animating one of this season's hottest titles: My Hero Academia. All drawings will be available for bidding on at the AnimeFest Art Auction on Sunday night. (Ayana Nishino, Kazuhiro Miwa)","P4","Anime",
16680,"Autographs",08/13/2016,18:00,19:00,"Japanese Guest Autographs (Akemi Takada, Ayana Nishino, Chikashi Kubota, Fumi Hirano, Kazuhiro Miwa, Shingo Natsume, Shino Kakinuma, Shuhei Morita, Toshio Furukawa)","AG","Industry",
17328,"Quadropolis Demo",08/13/2016,18:00,19:00,"In Quadropolis™ you enact the role of the Mayor of a modern city. You will need to define a global strategy to build your city according to your Inhabitants’ needs and outmatch your opponents, sending your Architects to have various buildings erected in your city. Each building allows you to score victory points. There are various types of buildings with different scoring patterns; many of them may be combined for better effect.","BG1","",
16656,"Ask Austin Tindle Weird Stuff, TL;DR:AMA",08/13/2016,18:00,19:00,"Life, the Universe, and Austin Tindle. Come ask any weird question you want. Serious or comedic, Austin will do his best to inject enlightenment and burst your brain. Wanna talk about PanGalactic Theism? Weird personal problems? Or maybe the reasons why toilet paper and the combustion engine are both outdated technology? Let's get real, y'all. (Austin Tindle)","P1","Anime",
17715,"Gaming Titans Community Panel",08/13/2016,18:00,19:00,"The Gaming Titans community wants you to get the know-how and understanding on how to run and developed your very own gaming community! If you want to learn how to turn a way of life into a living through expert advice and a bit of comedy this is not something to miss during your time here at Anime Fest 2016! (Ari aka Cyprus, VasariNagushiTV, Alex Reagan, Elonejd)","P3","Gaming",
17720,"How to Study Japanese (or any language, really)",08/13/2016,18:00,19:30,"So you’re really interested in Japan and want to be able to track down more authentic materials, or just have a thirst to learn another language? Come to this informational panel where we talk about how to do just that! Mary, aka kawaiijutsu on Youtube, has studied Japanese for almost 10 years now, has passed the JLPTN2, and level 5 of the Kanji Kentei. She also worked as an English teacher abroad for 3 years, and has experience in how to teach a foreign language. This will not be a dogmatic, “This-is-how-you-must-study”, or a “Become fluent in 30 days!” seminar. We will address multiple learning styles, and discuss various methods so participants can make their own study plans. The last half of the panel, I want to speak 1-on-1 with interested people, and talk to them about advice specifically for them. (kawaiijutsu)","P4","Off Topic",
17726,"American Ninja Warrior!",08/13/2016,18:00,19:30,"Hear from ninjas who have taken on the world's toughest obstacle course from summer's prime-time hit show. See what it takes to become an American Ninja Warrior! (Warrior)","P5","Off Topic",
17013,"The Girl Who Leapt Through Time",08/13/2016,18:00,20:00,"When 17-year-old Makoto Konno gains the ability to, quite literally, 'leap' backwards through time, she immediately sets about improving her grades and preventing personal mishaps. However, she soon realises that changing the past isn't as simple as it seems, and eventually, will have to rely on her new powers to shape the future of herself and her friends. (Thanks to Funimation)","V1","",
17014,"Ushio and Tora",08/13/2016,18:00,20:00,"While cleaning out his family's Shinto temple, middle-school student Ushio Aotsuki stumbles upon a hidden cellar which houses a dangerous yokai. The yokai, pinned by a legendary weapon called the Beast Spear for 500 years, attracts many other supernatural creatures to the premises. Ushio is forced to free the creature – whom he names “Tora” – in return for his help in defeating them. Tora, who wishes to eat Ushio but is stalled by the Beast Spear, begins to haunt the boy in the hopes that an opportunity will present itself. However, Ushio's possession of the Spear seems to result in trouble after trouble, and Tora finds himself an unwilling ally to Ushio in his battles against various supernatural foes. Meanwhile, a greater danger lurks in the form of Hakumen no Mono, an incredibly powerful yokai with a thirst for destruction who is about to awaken from an extended slumber. (Thanks to Crunchyroll)","V2","",
17015,"Blood Blockade Battlefront",08/13/2016,18:00,20:00,"One day, New York City as we know it vanished overnight into a mysterious fog. Now known as Hellsalem's Lot, it has become a place where another world beyond imagining is connected to our reality. The balance within this new world is protected by a secret society known as Libra. Leo, a journalist and photographer who arrives in the city, is unexpectedly recruited to join their ranks. (Thanks to Funimation)","V3","",
17745,"Corsets for Cosplay",08/13/2016,18:00,20:00,"All cosplayers know the costume looks better when is actually fits. In this workshop, participants will learn how to  make a professional level corset pattern, individually, tailored to their unique needs and specific measurements.  It is easier than you think! (Mina-chan, Miakakat, Minako-chan, Tamax)","W2","Cosplay",
17703,"Ani-Idol - Round 2",08/13/2016,18:30,20:30,"Auditions are complete. Round Two begins. Come see who made the cut in the second round of the famous singing contest!    Rules & Info:  http://muepsilonkappa.com/docs/Ani-idol_Rules_AnimeFEST_2016.pdf    -Presented by Mu Epsilon Kappa- (ChibiBritt, Scribe13, Animetriplicate, Thisisnotstolen, Luvsillyllama, nokochaoli, Mizu)","P2","Music",
17323,"Automobiles Demo",08/13/2016,19:00,20:00,"Will you cross the finish line first? Now is your chance to find out! Automobiles is a deck‑building game where the fun is cubed. Instead of cards, you’ll be building your collection with cubes. Your cubes not only allow you to race your car around the track, but they will also allow you to improve your handling, optimize your pit crew, and boost your speed, which are your keys to victory!    The goal of the game is to cross the finish line first! You accomplish this by customizing your race car and surrounding yourself with the best crew. Your race car and crew are represented by a collection of cubes garnered from various options that will be available to you. Starting with the same small set of cubes, each player will build their collection as you play the game. Use these cubes to enhance your performance, train your pit crew, and ensure your race car runs as effectively as possible. Be the first to cross the finish line and watch that checkered flag wave!","BG1","",
16632,"Werewolves of the Dark Ages",08/13/2016,19:00,01:00,"Werewolf (the genre) is a social game ideally played by large groups of people. It is originally based on a game known as Mafia. In this game, the Villagers must discover the identity of the Werewolves before they are all killed. Every night, the Werewolves form a hunting pack to kill a single unlucky victim. When the sun rises, the hysterical Villagers pick someone to lynch. During the daytime phase of the game, the Werewolves pretend to be Villagers, or can even pretend to be the Seer, the one special Villager who can identify the Werewolves at night. Players are allowed to and encouraged to bluff, lie, and misdirect in order to win the game.  If the Villagers lynch all of the Werewolves, they win the game. If the number of Werewolves becomes equal to or greater than the number of all other remaining villagers, the Werewolves overpower them and win the game.  This is a custom version that includes a wide range of special roles beyond just the Seer. There are over 30 different roles to pick from. The suggested minimum number of players is 10, including the Town Mayor (GM), but it can go up to 30 people in one game.","G1","",
16620,"DDAL04-01 Suits of the Mists",08/13/2016,19:00,00:00,"Strange things are afoot in the Moonsea. The factions have called all those willing and able to investigate strange occurrences in the region surrounding Phlan. Dark whispers and unseen terrors lurk in the misty shadows between this world and someplace much more sinister. Unveil the horrors before it is too late! Part one of Misty Fortunes and Absent Hearts. (Characters of Level 1-2, optimized for 1st)","G6K","",
18341,"DDLE4 Death House",08/13/2016,19:00,00:00,"Death House is the name given to an old row house in the village of Barovia. The house has been burned to the ground many times, only to rise from the ashes time and again-by its own will or that of Strahd. Locals give the building a wide berth for fear of antagonizing the evil spirits believed to haunt it. Celebrate Season 4 with this special event written specifically for the launch of our latest D&D season. (Characters of Level 1-4)","G6L","",
16623,"DDAL04-01 Suits of the Mists",08/13/2016,19:00,00:00,"Strange things are afoot in the Moonsea. The factions have called all those willing and able to investigate strange occurrences in the region surrounding Phlan. Dark whispers and unseen terrors lurk in the misty shadows between this world and someplace much more sinister. Unveil the horrors before it is too late! Part one of Misty Fortunes and Absent Hearts. (Characters of Level 1-2, optimized for 1st)","G6N","",
17523,"Possessions & One-Punch Man Director Double Feature Screening",08/13/2016,19:00,21:00,"Join us as we screen the 2013 Oscar nominated short animation 'Possessions' [aka: Tsukumo] with an introduction by Director Shuehei Morita. This will be immediately followed by a screening of episodes 1-4 of One-Punch Man, with an introduction by Director Shingo Natsume and Chief Animation Director Chikashi Kubota!  (Shuhei Morita, Shingo Natsume, Chikashi Kubota)","ME","Anime",
17694,"The Twisted Worlds of Junji Ito",08/13/2016,19:00,20:30,"Welcome to the world… or, rather, worlds of Japan’s most darkly inventive and disturbing manga author.      Fish that walk on metal legs, girls who mutate and grow like living fungus.  Spirals in the air, horrors in the ocean, disembodied heads floating through the skies, a hole that was made for you in the side of a mountain.  And above it all, a vast, living star that consumes everything it touches.      These are the worlds of Junji Ito, and those who dare to explore them are sure to find their most beautiful nightmares.   (Kidd The Maniac, Pathos Prime)","P1","Manga",
17714,"Anime Midstream Q & A",08/13/2016,19:00,20:00,"Appearing for the first time at AnimeFest, Anime Midstream is here to answer your questions about the anime industry. Whether its about the production process, casting, post production, even how a title is picked for licensing, or even about our previous title, we'll do our best to let you know what and how it happens.     (Jimmy Taylor)","P3","Anime",
17736,"Annual Semi-Formal Ball",08/13/2016,19:00,21:00,"Put on your ball gown and dancing shoes and join us for the 2016 annual AnimeFest Semi-Formal Ball hosted this year by Techno Koopa! This is not a glowstick dance, but a chance to have some well-mannered frivolity. Please see the dress code as it will be enforced, but have fun with your look for a night to remember. A selection of ballroom-appropriate music from anime and video games will be played. Hope to see you there! (Techno Koopa)","P6","Music",
17741,"Manga Lettering Workshop",08/13/2016,19:00,20:30,"Have you ever wondered what it takes to letter a manga? If so, then come on over and I’ll show you step by step what letterers, like myself, do to localize manga for English speaking audiences. We’ll start with the original manga page, white out the text bubbles, clean and redraw the background if necessary, and add sound effects as well as text. (Coco)","W1","Manga",
16566,"Pathfinder Society 8-00: The Cosmic Captive Level 1-2",08/13/2016,19:30,00:30,"Astronomers have marveled as the famous comet Aucturn’s Tear once more soars through the solar system, yet this cycle, strange portals have begun opening on each planet the comet passes, and a powerful entity trapped on the other side of these gateways desperately calls for help. To the Pathfinder Society, this is a once-in-a-human-lifetime opportunity to discover what lies through these portals—and either free the captive trapped within or ensure that it remains sealed forever. (Level 1-2)","G6A","",
16567,"Pathfinder Society 8-00: The Cosmic Captive Level 1-2",08/13/2016,19:30,00:30,"Astronomers have marveled as the famous comet Aucturn’s Tear once more soars through the solar system, yet this cycle, strange portals have begun opening on each planet the comet passes, and a powerful entity trapped on the other side of these gateways desperately calls for help. To the Pathfinder Society, this is a once-in-a-human-lifetime opportunity to discover what lies through these portals—and either free the captive trapped within or ensure that it remains sealed forever. (Level 1-2)","G6B","",
16568,"Pathfinder Society 8-00: The Cosmic Captive Level 3-4",08/13/2016,19:30,00:30,"Astronomers have marveled as the famous comet Aucturn’s Tear once more soars through the solar system, yet this cycle, strange portals have begun opening on each planet the comet passes, and a powerful entity trapped on the other side of these gateways desperately calls for help. To the Pathfinder Society, this is a once-in-a-human-lifetime opportunity to discover what lies through these portals—and either free the captive trapped within or ensure that it remains sealed forever. (Level 3-4)","G6C","",
16569,"Pathfinder Society 8-00: The Cosmic Captive Level 3-4",08/13/2016,19:30,00:30,"Astronomers have marveled as the famous comet Aucturn’s Tear once more soars through the solar system, yet this cycle, strange portals have begun opening on each planet the comet passes, and a powerful entity trapped on the other side of these gateways desperately calls for help. To the Pathfinder Society, this is a once-in-a-human-lifetime opportunity to discover what lies through these portals—and either free the captive trapped within or ensure that it remains sealed forever. (Level 3-4)","G6D","",
16570,"Pathfinder Society 8-00: The Cosmic Captive Level 5-6",08/13/2016,19:30,00:30,"Astronomers have marveled as the famous comet Aucturn’s Tear once more soars through the solar system, yet this cycle, strange portals have begun opening on each planet the comet passes, and a powerful entity trapped on the other side of these gateways desperately calls for help. To the Pathfinder Society, this is a once-in-a-human-lifetime opportunity to discover what lies through these portals—and either free the captive trapped within or ensure that it remains sealed forever. (Level 5-6)","G6E","",
16571,"Pathfinder Society 8-00: The Cosmic Captive Level 7-8",08/13/2016,19:30,00:30,"Astronomers have marveled as the famous comet Aucturn’s Tear once more soars through the solar system, yet this cycle, strange portals have begun opening on each planet the comet passes, and a powerful entity trapped on the other side of these gateways desperately calls for help. To the Pathfinder Society, this is a once-in-a-human-lifetime opportunity to discover what lies through these portals—and either free the captive trapped within or ensure that it remains sealed forever. (Level 7-8)","G6F","",
16572,"Pathfinder Society 8-00: The Cosmic Captive Level 9-11",08/13/2016,19:30,00:30,"Astronomers have marveled as the famous comet Aucturn’s Tear once more soars through the solar system, yet this cycle, strange portals have begun opening on each planet the comet passes, and a powerful entity trapped on the other side of these gateways desperately calls for help. To the Pathfinder Society, this is a once-in-a-human-lifetime opportunity to discover what lies through these portals—and either free the captive trapped within or ensure that it remains sealed forever. (Level 9-11)","G6G","",
16573,"Pathfinder Society 8-00: The Cosmic Captive Level 9-11",08/13/2016,19:30,00:30,"Astronomers have marveled as the famous comet Aucturn’s Tear once more soars through the solar system, yet this cycle, strange portals have begun opening on each planet the comet passes, and a powerful entity trapped on the other side of these gateways desperately calls for help. To the Pathfinder Society, this is a once-in-a-human-lifetime opportunity to discover what lies through these portals—and either free the captive trapped within or ensure that it remains sealed forever. (Level 9-11)","G6H","",
17317,"Ashes : Rise of the Phoenixborn Demo",08/13/2016,20:00,21:00,"In Ashes: Rise of the Phoenixborn, a two-player expandable card game, players take on the roles of Phoenixborns, demi-gods and protectors of this world. These characters are the great saviors of their civilizations. Before they came into existence, the humans were plagued by monsters like chimeras that took away their lands and forced them to live in walled-off cities. When the Phoenixborns came, they fought off the chimeras and freed the lands for humans to take over once again.    But the time of peace was short-lived. A prophecy arose that if one Phoenixborn was able to absorb enough Ashes of others, they would ascend into full gods and take mastery over this world. This, as well as humans' greed for land, fueled the War of Ashes. The great cities now fight among each other, each one of them with a Phoenixborn at its helm, and you will decide who will rise and who will fall to ashes.","BG1","",
17120,"Battletech : CRN vs DI",08/13/2016,20:00,01:00,"The Forces of Clan Redneck, Moonshining research force, has run into a bit of trouble. They come across the 'Pirate' Group Darkling Inc on the corn farming world of Mordila IV. The CRN forces are here to protect against DI trying to steal the Corn stores from this poor agricultural backwater.   ","G2","",
17721,"Hetalia: A Murder Mystery ",08/13/2016,20:00,21:30,"World meetings are getting deadlier with each passing year. Last time the murderer got away with it. This year a new killer has stepped from the shadows, ready to take their revenge. Can you save your favorite nations from a terrible fate? Race against the clock the uncover the killer and maybe win a reward! (snowytetra, Kashikyo, Kate)","P4","Anime",
16677,"Greggo Presents: Match Game",08/13/2016,20:00,21:00,"Get ready to match the stars!  Six of our guests try to come up with silly answers to hilarious fill-in-the-blank questions. Contestants have to try to match them, and the contestant who does it the most often wins the game and goes on to the Super Match for nice prizes! (Amelie Belcher, Sake Visual, Austin Tindle, Erica Mendez, Greggo, Lindsay Seidel, Micah Solusod)","P5","Anime",
18335,"Urusei Yatsura",08/13/2016,20:00,22:00,"Urusei Yatsura is the story of the unluckiest and most lecherous young man alive, Ataru Moroboshi. When aliens decide to invade Earth, Ataru is randomly selected to defend his planet by playing a game of the aliens national sport, tag. Should he win, the world shall be saved. However, Ataru is motivated for far less noble reasons, as the one he plays against is revealed to be the curvaceous alien princess, Lum. The game goes for 10 days, and on the last day, Ataru, motivated by his girlfriend assuring him marriage (and consequently, a marriage night one can assume) should he win, finally catches Lum. However, with his victory he gives a cry of joy for his coming marriage, which is misinterpreted by Lum to be a marriage proposal. She promptly agrees, beginning the two's 'marriage' together. (Thanks to Viz and AnimEigo)","V1","",
18348,"Den-noh Coil",08/13/2016,20:00,22:00,"Eleven years after the introduction of internet-connected, augmented reality eyeglasses and visors, Yuuko Okonogi moves with her family to Daikoku City, the technological center of the emerging half-virtual world. Yuuko joins her grandmother's 'investigation agency' comprised of children equipped with virtual tools and powerful metatags. She quickly crosses paths with Yuuko Amasawa, an expert hacker of the virtual environment, as Amasawa relentlessly seeks to unlock the mystery of a computer virus that emerges from an inaccessible corrupted space. (Thanks to Bandai Visual)","V1","",
17017,"Erased",08/13/2016,20:00,22:00,"Satoru Fujinuma is a struggling manga artist who has the ability to turn back time and prevent deaths. When his mother is killed he turns back time to solve the mystery, but ends up back in elementary school, just before the disappearance of his classmate Kayo. (Thanks to Crunchyroll)","V2","",
17018,"Tokyo Ghoul",08/13/2016,20:00,22:00,"Ken Kaneki is a bookworm college student who meets a girl names Rize at a cafe he frequents. They're the same age and have the same interests, so they quickly become close. Little does Kaneki know that Rize is a ghoul - a kind of monster that lives by hunting and devouring human flesh. When part of her special organ - 'the red child' - is transplanted into Kaneki, he becomes a ghoul himself, trapped in a warped world where humans are not the top of the food chain. (Thanks to Funimation)","V3","",
17091,"Fiasco.",08/13/2016,21:00,23:00,"FIASCO is an award-winning, GM-less game for 3-5 players, designed to be played in a few hours with six-sided dice and no preparation. During a game you will engineer and play out stupid, disastrous situations, usually at the intersection of greed, fear, and lust. It’s like making your own Coen brothers movie, in about the same amount of time it’d take to watch one.","G3","",
17085,"Oni, the demon of Japan",08/13/2016,21:00,22:00,"The oni, often translated as ogre, demon or devil, is an interesting creature in Japanese religion, folklore, literature and even in anime and manga. Gilles Poitras will present on the various depictions of the fearsome oni and how those depictions have changed over time. Join us, learn about the oni, gasp at the hideous creature, and laugh at some of the depictions. (Gilles Poitras)","P1","Off Topic",
17705,"Sport Anime Festival",08/13/2016,21:00,22:00,"Do you like Haikyuu!!, Kuroko no Basket, Free or just sport anime, in general? Look no further. This is the panel for you. We will be playing games.  (Das, Repoc, Sarahdoodler, Narcozep)","P2","Anime",
17717,"Castle of Horror:Vampire Hunter D",08/13/2016,21:00,22:30,"In honor of AnimeFest, the Castle of Horror Podcast is taking on anime classic 'Vampire Hunter D!'  Our panel of professional writers, comic creators, and animators will be dissecting the 1985 sci-horror flick live in front of an audience of fans! Grab your broad brimmed hats, hop on your cyborg horses,  and join us!  (Drew)","P3","Anime",
16657,"Con Horror Stories",08/13/2016,22:00,00:00,"Come hear hilarious and crazy tales of conventions past. Amelie Belcher takes you on a word journey telling stories collected over 130 convention appearances. The good, the bad...and oh, buddy...the UGLY. (Amelie Belcher)","P1","Off Topic",
17706,"Anime 101 for parents  (18+ version)",08/13/2016,22:00,00:00,"This panel is designed for people new to the Anime scene or for parents to get a better understanding of the types of anime and what the different meanings for them really are. This panel is headed by 2 parents who know and learned the anime scene. This will also cover sugestions on how to enjoy the Japanise Pop culture to relate better w/ your kids. Also there will be how-to for some of the simple yet popular dishes like Orignri (Rice Balls) and Japanse Ramen and where to get the 'authentic' items. Some MATURE anime examples will be shown. This will be the second year so we have IMPROVED CONTENT and more information ***NO HENTAI ANIME WILL BE SHOWN*** (Dan, Elizabeth)","P2","Anime",
17722,"Nerdcore Comedy (18+)",08/13/2016,22:00,23:30,"Nerdcore Comedy returns to A-kon! The Power Rangers of geek humor are back bringing you their patented brand of nerd-oriented jocularity for your entertainment! They perform at clubs and showcases across the country, but it's the Nerdcore Showcases where they feel most at home. Come celebrate your nerd heritage with all things comic books, RPGs, video games and most importantly that nerd sensibility we share in everyday life. (Mike V Suarez, Alex Ansel, Thomas Nichols, Linda Stogner)","P4","Off Topic",
17728,"Disasterpiece Theatre (18+)",08/13/2016,22:00,23:30,"Disasterpiece Theatre: A Bad Fanfiction Reading      Come one, come all to an evening of live readings and performances by professional voice actors and guests. Join our hosts as they take you on a journey through the bad, the whyyyy, and the WTF of the fanfiction world. Welcome to Disasterpiece Theatre.    ** WARNING **  This panel may contain live readings of badly written adult dialogue, awkward character situations, and characters performed very OOC which may be offensive to some viewers. Viewer discretion is advised.    -Presented by Mu Epsilon Kappa- (ChibiBritt, Tallasse, Scribe13, Slutcliff, Izzy)","P5","Anime",
17738,"Anime Hell",08/13/2016,22:00,00:30,"We show clips, throw candy, sing songs, and have contests.     We also clean up after ourselves.  (Dr. Mila, Eileen Heath, Nurse Katie)","P6","Off Topic",
17022,"Code Geass",08/13/2016,22:00,00:00,"The Empire of Britannia has invaded Japan using giant robot weapons called Knightmare Frames. Japan is now referred to as Area 11, and its people the 11's. A Britannian who was living in Japan at the time, Lelouch, vowed to his Japanese friend Suzaku that he'd destroy Britannia. Years later, Lelouch is in high school, but regularly skips out of school to go play chess and gamble on himself. One day, he stumbles on terrorists 11's who've stolen a military secret and is caught by a member of the Britannian task force sent after them, who is Suzaku. As the rest of the squad arrives, Suzaku is shot for disobeying orders, while the military secret, a young girl, gives Lelouch the power of Geass, which makes anyone obey any order. While Suzaku is secretly made the pilot of Britannia's brand new prototype Knightmare, Lancelot, Lelouch becomes the masked Zero to lead the rebellion to destroy Britannia once and for all. (Thanks to Bandai Visual)","V1","",
17020,"Plastic Memories",08/13/2016,22:00,00:00,"In a future not too far away, androids that look exactly like humans begin to spread across the world. The android production company SA Corp. produced Giftia, a new kind of android that has the most amount of emotion and human-like qualities out of any other model ever seen. However, due to problems in technology, the androids have a service life, and once they pass that, it gets pretty bad. For this reason, SA Corp. creates a terminal service in order to retrieve Giftia that have gone past their service life. A new employee at the terminal service named Tsukasa Mizugaki forms a team with the Giftia Isla to retrieve the other androids. (Thanks to Crunchyroll)","V2","",
17021,"Corpse Princess",08/13/2016,22:00,00:00,"After being brutally murdered along with her family, Makina Hoshimura turns into a Shikabane Hime, a living corpse contracted to the Kougon Cult, in order to exert revenge on the mysterious undead organization responsible for her death. She is assisted in this task by Keisei Tagami, her contracted priest and former friend. This is the story of Keisei's younger brother Ouri, a boy with an unusual attraction to death, who slowly discovers his brother's secret and gets dragged into the world of the Shikabane. (Thanks to Funimation)","V3","",
17746,"Fujoshi Game Night: Yaoi Card Games (18+)",08/13/2016,22:00,00:00,"Are you a fujoshi? Do you enjoy card games? Do ever wish your love for yaoi and card games could be combined? Join BL Garden of DFW as they present their own unique yaoi card games based off popular games such as Fluxx, Cards Against Humanity, Sushi Go, Werewolf, and many others. Panel will be free play: walk-ins welcome. (Izora Liddel, Melissa, Cho)","W2","Manga",
17689,"Saturday Night Dance",08/13/2016,23:00,03:00,"Party, party, Party!","ME","",
17718,"Monkey Bash Fun Time with Tony ",08/13/2016,23:00,00:00,"Get ready for the craziest, kookiest, video exploration of the wild and wonderfully strange world of Japanese TV, especially very strange game shows.  Hosted by Japanese pop culture expert Tony Salvaggio!","P3","Industry",
18339,"DDLE4 Death House",08/14/2016,00:00,05:00,"Death House is the name given to an old row house in the village of Barovia. The house has been burned to the ground many times, only to rise from the ashes time and again-by its own will or that of Strahd. Locals give the building a wide berth for fear of antagonizing the evil spirits believed to haunt it. Celebrate Season 4 with this special event written specifically for the launch of our latest D&D season. (Characters of Level 1-4)","G6L","",
17753,"Japanese Urban Legends",08/14/2016,00:00,01:00,"As if Japanse horror couldn't get any weirder, now there's toilet ghosts. Come and join us for an hour of creepy Japanese urban legends. From Tomino's Hell to Kuchisake-Onna, we're covering them all! (Shay, Souviet)","P1","Anime",
17752,"What The Film?! [After Dark]",08/14/2016,00:00,01:00,"A panel on weird, wild and wonderful Japanese movies, but with a more adult twist. Panty-loving superheroes, deranged circus hypnotists, serial killer couples, and of course, anime.     If you loved our vanilla WTFilm panel, but wished it were a little stranger and more risque, this is the panel for you.  (Kidd The Maniac, Pathos Prime)","P2","Off Topic",
18332,"All Yaoi Considered (18+)",08/14/2016,00:00,02:00,"Your favorite yaoi panel returns with even more new content! Join us for sexy-but-serious special topics presentations, “Yaoi Hell” videos, and exciting BL games. Whether you love yaoi, bara, or slash, fangirls and fanboys of all corners of fandom are welcome! Hosted by BL Garden of DFW.   (Izora Liddel, Melissa, Cho)","P3","Manga",
17751,"What is Senran Kagura?",08/14/2016,00:00,01:30,"Ever wanted to see an anime and game series that is about warring shinobi schools and way over the top ninja action?  What if I said that the series has a laughably over the top level of fan service?  Do I have your attention now? (Cruz Ramirez)","P4","Anime",
17750,"The Cringe Binge ",08/14/2016,00:00,02:00,"After a long day at the con come unwind with your fellow con-goers and some chatty hosts as we share the best and worst con stories. We're going to delve into the depths of the internet and pull out the funniest pictures and stories while also engaging in heated discussion, serious or not. Overall the goal is to relax, share laughs, and enjoy yourself so why not swing by? Not to mention we will be giving out prizes to the best audience members.   (Lunar Prince , Mrs Dr Kujo)","P5","Off Topic",
17025,"Royal Space Force: Wings of Honneamise",08/14/2016,00:00,02:00,"Surrounded by a cynical public and corrupt, manipulative State leaders, the Royal Space Force (RSF) is largely viewed as a joke as well as a waste of precious money and resources. After a chance meeting with a young, empathetic woman reencourages cadet Shiro Lhadatt to become the first man in space, the RSF cadets and a team of aging scientists rush to complete their epic launch before the military uses their space program as bait to start an all-out war. (Thanks to Bandai Visual)","V1","",
17607,"Mob Psycho 100",08/14/2016,00:00,02:00,"'Mob' is a boy who will explode if his emotional capacity reaches 100%. This boy with psychic powers earned his nickname 'Mob' because he does not stand out among other people. He keeps his psychic powers bottled up so he can live normally, but if his emotional level reaches 100, something will overwhelm his entire body. (Thanks to Crunchyroll)","V2","",
17024,"Welcome to the NHK!",08/14/2016,00:00,02:00,"Satou Tatsuhiro, a 22 year old young man, is a NEET (Not in Employment, Education, or Training) and a hikikomori (meaning acute social withdrawal). He believes everything around him is a conspiracy, including the reason why many people, himself included, become hikikomori. Due to this, Satou creates a strange conspiracy theory which includes the Nihon Hikikomori Kyōkai (NHK), a secret organization with the intention of producing a hikikomori filled world. Satou intends to break free from the NHK's clutches, but cannot, since he finds it too frightening to go outdoors by himself; that is, until he meets Misaki Nakahara, who selects Satou for her 'project' that she claims will cure him of his hikikomori ways. (Thanks to Funimation)","V3","",
